Series Name;Series Code;Country Name;Country Code;1990 [YR1990];2000 [YR2000];2008 [YR2008];2009 [YR2009];2010 [YR2010];2011 [YR2011];2012 [YR2012];2013 [YR2013];2014 [YR2014];2015 [YR2015];2016 [YR2016];2017 [YR2017]
Principal repayments on external debt, private nonguaranteed (PNG) (AMT, current US$);DT.AMT.DPNG.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Principal repayments on external debt, public and publicly guaranteed (PPG) (AMT, current US$);DT.AMT.DPPG.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Principal rescheduled (current US$);DT.AXR.DPPG.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Principal rescheduled, official (current US$);DT.AXR.OFFT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Principal rescheduled, private (current US$);DT.AXR.PRVT.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Private credit bureau coverage (% of adults);IC.CRD.PRVT.ZS;United States;USA;..;..;..;..;..;..;..;100;100;100;100;100
Probability of dying at age 5-14 years (per 1,000 children age 5);SH.DYN.0514;United States;USA;2,4;1,8;..;..;1,3;..;..;..;..;1,3;1,3;..
Procedures to build a warehouse (number);IC.WRH.PROC;United States;USA;..;..;..;..;..;..;..;15,8;15,8;15,8;15,8;15,8
Procedures to register property (number);IC.PRP.PROC;United States;USA;..;..;..;..;..;..;..;4,4;4,4;4,4;4,4;4,4
Profit tax (% of commercial profits);IC.TAX.PRFT.CP.ZS;United States;USA;..;..;..;..;..;..;..;28,2;28,2;28,1;28,1;27,9
Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%);SH.UHC.NOP1.ZS;United States;USA;..;0,0015018;0,0008516;0,0049076;0;0,0009911;0,0014849;0;..;..;..;..
Proportion of population pushed below the $3.10 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%);SH.UHC.NOP2.ZS;United States;USA;..;0;0;0;0,0009911;0,0009911;0,0025631;0;..;..;..;..
Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%);SH.UHC.OOPC.10.ZS;United States;USA;..;5,942335;4,559029;4,695736;4,763143;4,723806;4,994931;4,7726;..;..;..;..
Proportion of population spending more than 25% of household consumption or income on out-of-pocket health care expenditure (%);SH.UHC.OOPC.25.ZS;United States;USA;..;1,077598;0,7237928;0,7277701;0,7906119;0,8549881;0,8564664;0,7807717;..;..;..;..
Proportion of seats held by women in national parliaments (%);SG.GEN.PARL.ZS;United States;USA;6,6;..;17;16,8;16,8;16,8;18;17,9;19,3;19,4;19,4;19,4
Proportion of time spent on unpaid domestic and care work, female (% of 24 hour day);SG.TIM.UWRK.FE;United States;USA;..;..;15,63;15,9;15,35;15,21;15,28;15,63;15,56;15,9;..;..
Proportion of time spent on unpaid domestic and care work, male (% of 24 hour day);SG.TIM.UWRK.MA;United States;USA;..;..;9,44;9,79;9,93;9,65;9,38;9,72;9,72;9,79;..;..
Proportion of women subjected to physical and/or sexual violence in the last 12 months (% of women age 15-49);SG.VAW.1549.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Public and publicly guaranteed debt service (% of exports of goods, services and primary income);DT.TDS.DPPG.XP.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Public and publicly guaranteed debt service (% of GNI);DT.TDS.DPPG.GN.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Public credit registry coverage (% of adults);IC.CRD.PUBL.ZS;United States;USA;..;..;..;..;..;..;..;0;0;0;0;0
Public private partnerships investment in energy (current US$);IE.PPN.ENGY.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Public private partnerships investment in ICT (current US$);IE.PPN.ICTI.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Public private partnerships investment in telecom (current US$);IE.PPN.TELE.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Public private partnerships investment in transport (current US$);IE.PPN.TRAN.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Public private partnerships investment in water and sanitation (current US$);IE.PPN.WATR.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Pump price for diesel fuel (US$ per liter);EP.PMP.DESL.CD;United States;USA;..;0,48;0,78;..;0,84;..;1,05;..;0,97;..;0,65;..
Pump price for gasoline (US$ per liter);EP.PMP.SGAS.CD;United States;USA;..;0,47;0,56;..;0,76;..;0,97;..;0,76;..;0,71;..
Quality of port infrastructure, WEF (1=extremely underdeveloped to 7=well developed and efficient by international standards);IQ.WEF.PORT.XQ;United States;USA;..;..;5,868514259;5,666583266;5,537239966;5,5;5,6;5,7;5,7;5,72790979;5,7;5,8
Rail lines (total route-km);IS.RRS.TOTL.KM;United States;USA;193158,0645;159822;227058;226205;228513;228218;228218;228218;228218;..;..;..
Railways, goods transported (million ton-km);IS.RRS.GOOD.MT.K6;United States;USA;1530742,831;2142145,302;2788230;2431181;2468738;2524585;2524585;2541354;2702736;2547253;..;..
Railways, passengers carried (million passenger-km);IS.RRS.PASG.KM;United States;USA;..;..;9935;9476;9518;9518;9518;10960;10740,56;10518,69;10492;..
Ratio of female to male labor force participation rate (%) (modeled ILO estimate);SL.TLF.CACT.FM.ZS;United States;USA;74,64871336;79,51688859;81,42123288;82,15703489;82,22273159;82,0811151;81,76273042;81,59680041;81,86102331;81,59113831;81,66808071;81,64147544
Ratio of female to male labor force participation rate (%) (national estimate);SL.TLF.CACT.FM.NE.ZS;United States;USA;75,3404902;80,12297899;81,52159521;82,26546371;82,35459213;82,43472717;82,2120828;82,04502557;82,31469726;82,08544214;82,09278398;82,58288862
Real effective exchange rate index (2010 = 100);PX.REX.REER;United States;USA;104,0245774;117,5644624;99,59822334;103,9863348;100;95,13079686;98,06080222;99,18413986;101,2932446;114,0127904;117,747419;117,3636933
Real interest rate (%);FR.INR.RINR;United States;USA;6,084919264;6,803009695;3,065749495;2,471793576;2,004172652;1,161394072;1,382482478;1,609007329;1,429667736;2,152227961;2,20770078;..
Refugee population by country or territory of asylum;SM.POP.REFG;United States;USA;464887;508222;279548;275461;264574;264763;262023;263662;267222;273202;272898;..
Refugee population by country or territory of origin;SM.POP.REFG.OR;United States;USA;1;176;2137;2368;3026;3778;4456;4760;4987;4832;277;..
Renewable electricity output (% of total electricity output);EG.ELC.RNEW.ZS;United States;USA;11,52864685;8,205996942;9,003541347;10,29184507;10,12035515;12,22571352;12,00739706;12,63791912;12,95382709;..;..;..
Renewable energy consumption (% of total final energy consumption);EG.FEC.RNEW.ZS;United States;USA;4,175462186;5,429623689;6,845540835;7,354404755;7,505172055;8,164451646;8,481450408;8,713261573;8,754308954;8,716935867;..;..
Renewable internal freshwater resources per capita (cubic meters);ER.H2O.INTR.PC;United States;USA;..;..;..;..;..;..;8974,568623;..;8845,961289;..;..;..
Renewable internal freshwater resources, total (billion cubic meters);ER.H2O.INTR.K3;United States;USA;..;..;..;..;..;..;2818;..;2818;..;..;..
Research and development expenditure (% of GDP);GB.XPD.RSDV.GD.ZS;United States;USA;..;2,61663;2,77033;2,82226;2,73395;2,77285;2,69803;2,74019;2,75493;2,79385;..;..
Researchers in R&D (per million people);SP.POP.SCIE.RD.P6;United States;USA;..;3475,69505;3911,5345;4073,17633;3868,56644;4011,32862;4015,88708;4117,67409;4231,98928;..;..;..
Reserves and related items (BoP, current US$);BN.RES.INCL.CD;United States;USA;2232799985;294839931,6;4836983200;52182533400;1825049276;15982754210;4464393604;-3087436385;-3583471786;-6304565457;2101897304;..
Residual, debt stock-flow reconciliation (current US$);DT.DOD.RSDL.CD;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Revenue, excluding grants (% of GDP);GC.REV.XGRT.GD.ZS;United States;USA;18,15576288;20,50846207;17,77063171;15,72761668;16,49549343;16,72937479;16,84558987;18,97311071;19,04614684;19,15352784;18,69559276;..
Revenue, excluding grants (current LCU);GC.REV.XGRT.CN;United States;USA;1,08564E+12;2,10925E+12;2,61559E+12;2,26772E+12;2,46845E+12;2,59605E+12;2,72145E+12;3,1669E+12;3,31929E+12;3,47076E+12;3,48196E+12;..
Risk of catastrophic expenditure for surgical care (% of people at risk);SH.SGR.CRSK.ZS;United States;USA;..;..;..;..;..;..;..;..;3,2;..;..;..
Risk of impoverishing expenditure for surgical care (% of people at risk);SH.SGR.IRSK.ZS;United States;USA;..;..;..;..;..;..;..;..;1,4;..;..;..
Risk premium on lending (lending rate minus treasury bill rate, %);FR.INR.RISK;United States;USA;2,499166667;3,394166667;3,6275;3,09;3,115833333;3,1925;3,1625;3,190833333;3,215;3,200833333;3,185833333;..
Rural land area (sq. km);AG.LND.TOTL.RU.K2;United States;USA;8549545,51;8549545,51;..;..;8549545,51;..;..;..;..;..;..;..
Rural land area where elevation is below 5 meters (% of total land area);AG.LND.EL5M.RU.ZS;United States;USA;0,980329212;0,980329212;..;..;0,980329212;..;..;..;..;..;..;..
Rural land area where elevation is below 5 meters (sq. km);AG.LND.EL5M.RU.K2;United States;USA;91676,45777;91676,45777;..;..;91676,45777;..;..;..;..;..;..;..
Rural population;SP.RUR.TOTL;United States;USA;61656881;59093274;59486862;59495270;59481471;59403036;59320574;59203045;59103078;58990425;58847983;..
Rural population (% of total population);SP.RUR.TOTL.ZS;United States;USA;24,7;20,943;19,562;19,394;19,228;19,06;18,892;18,723;18,553;18,383;18,212;..
Rural population growth (annual %);SP.RUR.TOTL.ZG;United States;USA;0,279027731;-0,380113564;0,085657262;0,014133215;-0,023196131;-0,131951611;-0,138914262;-0,198321718;-0,16899721;-0,190786167;-0,241758306;..
Rural population living in areas where elevation is below 5 meters (% of total population);EN.POP.EL5M.RU.ZS;United States;USA;0,245736835;0,256448839;..;..;0,248613272;..;..;..;..;..;..;..
Rural poverty gap at national poverty lines (%);SI.POV.RUGP;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Rural poverty headcount ratio at national poverty lines (% of rural population);SI.POV.RUHC;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
S&P Global Equity Indices (annual % change);CM.MKT.INDX.ZG;United States;USA;-6,559139785;-10,13918666;-38,48525633;23,45381732;12,78207916;-0,002479529;13,40569;29,60125;11,39063819;-0,726601583;9,535015705;..
Scientific and technical journal articles;IP.JRN.ARTC.SC;United States;USA;..;..;391933,4;398871,1;409853,3;424938;432311,5;435212;440229,7;429139;408985,3;..
Secondary income receipts (BoP, current US$);BX.TRF.CURR.CD;United States;USA;10040000000;37621000000;85078000000;86757000000;90784000000;99662000000;1,08712E+11;1,25971E+11;1,40079E+11;1,26097E+11;1,35192E+11;..
Secondary income, other sectors, payments (BoP, current US$);BM.TRF.PRVT.CD;United States;USA;18810000000;65084000000;1,42539E+11;1,39092E+11;1,42728E+11;1,50404E+11;1,50403E+11;1,65319E+11;1,80663E+11;1,8717E+11;2,00907E+11;..
Secure Internet servers;IT.NET.SECR;United States;USA;..;..;357246;378887;446992;487069;462733;412855;493656;530309;524550;..
Secure Internet servers (per 1 million people);IT.NET.SECR.P6;United States;USA;..;..;1174,78819;1235,078761;1444,947829;1562,804826;1473,679582;1305,656521;1549,631606;1652,585195;1623,352945;..
Self-employed, female (% of female employment) (modeled ILO estimate);SL.EMP.SELF.FE.ZS;United States;USA;..;8,413000107;7,488999844;7,631000042;7,710999966;7,556000233;7,668000221;7,580999851;7,394000053;7,34100008;7,238999844;7,335999966
Self-employed, male (% of male employment) (modeled ILO estimate);SL.EMP.SELF.MA.ZS;United States;USA;..;13,71199989;12,90600014;13,06499958;13,15600014;12,74600029;12,52799988;12,20199966;12,08399963;12,13899994;12,06400013;12,18400002
Self-employed, total (% of total employment) (modeled ILO estimate);SL.EMP.SELF.ZS;United States;USA;..;11,30099964;10,40699959;10,52299976;10,61400032;10,3409996;10,28899956;10,07400036;9,925999641;9,937000275;9,850000381;9,961000443
Service exports (BoP, current US$);BX.GSR.NFSV.CD;United States;USA;1,4786E+11;2,90382E+11;5,32819E+11;5,12721E+11;5,6333E+11;6,27779E+11;6,56411E+11;7,01451E+11;7,41917E+11;7,5315E+11;7,52365E+11;..
Service imports (BoP, current US$);BM.GSR.NFSV.CD;United States;USA;1,1767E+11;2,16121E+11;4,09055E+11;3,86803E+11;4,09311E+11;4,35764E+11;4,52012E+11;4,61083E+11;4,80758E+11;4,91741E+11;5,04654E+11;..
Services, etc., value added (% of GDP);NV.SRV.TETC.ZS;United States;USA;..;75,65453777;77,19830681;78,72787736;78,43520598;78,00356619;78,21468412;77,85278156;77,88085483;78,92051499;..;..
Services, etc., value added (annual % growth);NV.SRV.TETC.KD.ZG;United States;USA;..;3,631021039;0,234645586;-1,77172178;2,057543767;1,635446379;2,078992499;1,188976975;2,220947384;2,621371067;..;..
Services, etc., value added (constant 2010 US$);NV.SRV.TETC.KD;United States;USA;..;9,46985E+12;1,13523E+13;1,11512E+13;1,13806E+13;1,15668E+13;1,18072E+13;1,19476E+13;1,2213E+13;1,25331E+13;..;..
Services, etc., value added (constant LCU);NV.SRV.TETC.KN;United States;USA;..;9,46985E+12;1,13523E+13;1,11512E+13;1,13806E+13;1,15668E+13;1,18072E+13;1,19476E+13;1,2213E+13;1,25331E+13;..;..
Services, etc., value added (current LCU);NV.SRV.TETC.CN;United States;USA;..;7,52277E+12;1,09977E+13;1,10144E+13;1,13806E+13;1,17297E+13;1,2239E+13;1,25756E+13;1,31098E+13;1,37799E+13;..;..
Services, etc., value added (current US$);NV.SRV.TETC.CD;United States;USA;..;7,52277E+12;1,09977E+13;1,10144E+13;1,13806E+13;1,17297E+13;1,2239E+13;1,25756E+13;1,31098E+13;1,37799E+13;..;..
Sex ratio at birth (male births per female births);SP.POP.BRTH.MF;United States;USA;1,049;..;1,048;1,048;1,048;1,048;1,048;1,048;1,048;1,048;1,048;..
SF6 gas emissions (thousand metric tons of CO2 equivalent);EN.ATM.SF6G.KT.CE;United States;USA;42182,5;45930,1;42528,6;..;41202;..;..;..;..;..;..;..
Share of tariff lines with international peaks, all products (%);TM.TAX.MRCH.IP.ZS;United States;USA;10,22689;5,810051;3,588965;3,379791;3,359025;3,54622;3,357678;3,396738;3,486944;3,45739;3,45544;..
Share of tariff lines with international peaks, manufactured products (%);TM.TAX.MANF.IP.ZS;United States;USA;10,91302;6,356877;3,811059;3,546067;3,546924;3,622301;3,507174;3,479372;3,548666;3,64294;3,643024;..
Share of tariff lines with international peaks, primary products (%);TM.TAX.TCOM.IP.ZS;United States;USA;7,411159;3,503314;2,714589;2,750072;2,630094;3,298208;2,792366;3,119704;3,292322;2,743232;2,73311;..
Share of tariff lines with specific rates, all products (%);TM.TAX.MRCH.SR.ZS;United States;USA;9,804443;7,998219;6,578889;6,593467;6,474527;6,633286;6,710485;6,639768;6,930471;6,710163;6,684239;..
Share of tariff lines with specific rates, manufactured products (%);TM.TAX.MANF.SR.ZS;United States;USA;6,929379;4,592489;2,981903;2,962173;2,835324;2,872772;2,866434;2,784078;2,909892;2,886122;2,886176;..
Share of tariff lines with specific rates, primary products (%);TM.TAX.TCOM.SR.ZS;United States;USA;22,95694;23,29828;21,95364;21,97986;21,99686;22,86799;22,98863;22,63885;23,77788;22,79616;22,653;..
Share of youth not in education, employment or training, female (% of female youth population);SL.UEM.NEET.FE.ZS;United States;USA;..;..;..;17,93000031;17,94000053;18,10000038;17,37000084;..;..;..;..;..
Share of youth not in education, employment or training, male (% of male youth population);SL.UEM.NEET.MA.ZS;United States;USA;..;..;..;16,97999954;17,32999992;16,20000076;15,63000011;..;..;..;..;..
Share of youth not in education, employment or training, total (% of youth population);SL.UEM.NEET.ZS;United States;USA;..;..;..;17,45000076;17,63999939;17,12999916;16,48999977;..;..;..;..;..
Short-term debt (% of exports of goods, services and primary income);DT.DOD.DSTC.XP.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Short-term debt (% of total external debt);DT.DOD.DSTC.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Short-term debt (% of total reserves);DT.DOD.DSTC.IR.ZS;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Smoking prevalence, females (% of adults);SH.PRV.SMOK.FE;United States;USA;..;23;..;..;17,3;..;16,3;..;..;15;..;..
Smoking prevalence, males (% of adults);SH.PRV.SMOK.MA;United States;USA;..;27,7;..;..;22;..;21;..;..;19,5;..;..
Social contributions (% of revenue);GC.REV.SOCL.ZS;United States;USA;35,33307542;31,25740781;37,23688801;41,9097264;39,3195951;34,80922315;34,46068456;34,44761587;34,36120933;34,37637821;35,32223415;..
Social contributions (current LCU);GC.REV.SOCL.CN;United States;USA;3,8359E+11;6,593E+11;9,74381E+11;9,50798E+11;9,70905E+11;9,03991E+11;9,38137E+11;1,09126E+12;1,14093E+12;1,19336E+12;1,2302E+12;..
Source data assessment of statistical capacity (scale 0 - 100);IQ.SCI.SRCE;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Specialist surgical workforce (per 100,000 population);SH.MED.SAOP.P5;United States;USA;..;..;..;..;..;64,56;..;..;..;54,71;..;..
Start-up procedures to register a business (number);IC.REG.PROC;United States;USA;..;..;..;..;..;..;..;6;6;6;6;6
Start-up procedures to register a business, female (number);IC.REG.PROC.FE;United States;USA;..;..;..;..;..;..;..;6;6;6;6;6
Start-up procedures to register a business, male (number);IC.REG.PROC.MA;United States;USA;..;..;..;..;..;..;..;6;6;6;6;6
Statistical Capacity score (Overall average);IQ.SCI.OVRL;United States;USA;..;..;..;..;..;..;..;..;..;..;..;..
Stocks traded, total value (% of GDP);CM.MKT.TRAD.GD.ZS;United States;USA;33,98388083;289,5739977;320,9921703;237,9291333;240,7409957;264,5040788;200,2411298;199,1865297;223,648847;228,4595517;225,892703;..
Stocks traded, total value (current US$);CM.MKT.TRAD.CD;United States;USA;2,0321E+12;2,9782E+13;4,72455E+13;3,43064E+13;3,60254E+13;4,10455E+13;3,23495E+13;3,32473E+13;3,89766E+13;4,13985E+13;4,20713E+13;3,97859E+13
Stocks traded, turnover ratio of domestic shares (%);CM.MKT.TRNR;United States;USA;65,69032586;197,1309012;407,6304011;227,536848;208,438562;262,4276966;173,2852353;138,3293367;148,0280076;165,1478471;94,7188501;116,0784691
Strength of legal rights index (0=weak to 12=strong);IC.LGL.CRED.XQ;United States;USA;..;..;..;..;..;..;..;11;11;11;11;11
Subsidies and other transfers (% of expense);GC.XPN.TRFT.ZS;United States;USA;51,42463771;64,84512745;59,50389764;61,1453755;62,69041405;62,08282214;62,25004323;63,88618768;64,47938871;65,55077738;65,59438131;..
Subsidies and other transfers (current LCU);GC.XPN.TRFT.CN;United States;USA;6,6111E+11;1,19162E+12;2,00405E+12;2,26386E+12;2,46027E+12;2,45725E+12;2,42612E+12;2,47218E+12;2,57238E+12;2,69376E+12;2,77709E+12;..
